,Unnamed: 0,category,event_ticker,mutually_exclusive,series_ticker,strike_date,strike_period,sub_title,title,discriminator,volume
713,12,Economics,U3-22NOV,False,U3,,,Nov 2022,What will the **unemployment rate** be in November?,,21238.0
714,257,Financials,USDJPY-22OCT2510,True,USDJPY,,,"Oct 25, 2022 at 10am EDT","What will the Yen/USD exchange rate be on Oct 25, 2022 at 10am EDT?",,21100.0
715,15,Financials,EUROIMF-14JUL22,False,EUROIMF,,,"On July 14, 2022","What will the EUR/USD exchange rate be on July 14, 2022?",,21041.0
716,0,Financials,USDJPYMAX-23DEC29,False,USDJPYMAX,2023-12-29T15:00:00Z,,"By Dec 29, 2023","What will the maximum USD/JPY exchange rate be by Dec 29, 2023?",,20981.0
717,26,Financials,TNOTED-23MAR31,True,TNOTED,2023-03-31T19:25:00Z,,"On Mar 31, 2023","What will the **ten-year Treasury note** rate be on Mar 31, 2023?",,20881.0
718,259,Financials,EURUSD-22OCT1918,True,EURUSD,,,"Oct 19, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 19, 2022 at 6pm EDT?",,20875.0
719,24,Economics,U3-21NOV,False,U3,,,Nov 2021,Will the **unemployment rate** (U-3) be above 4.3% in November?,,20817.0
720,269,Financials,USDJPY-22OCT1218,True,USDJPY,,,"Oct 12, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 12, 2022 at 6pm EDT?",,20744.0
721,9,Financials,WTIW-23MAR17,True,WTIW,2023-03-17T19:30:00Z,,"On Mar 17, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 17, 2023?",,20620.0
722,249,Financials,USDJPY-22OCT3118,True,USDJPY,,,"Oct 31, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Oct 31, 2022 at 6pm EDT?",,20612.0
723,18,Financials,WTIW-23JAN13,True,WTIW,2023-01-13T19:30:00Z,,"On Jan 13, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 13, 2023?",,20530.0
724,281,Financials,EURUSD-22SEP2910,True,EURUSD,,,"Sep 29, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Sep 29, 2022 at 10am EDT?",,20509.0
725,71,Financials,WTI-23JAN19,True,WTI,2023-01-19T19:30:00Z,,"On Jan 19, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 19, 2023?",,20489.0
726,199,Financials,USDJPY-22DEC1318,True,USDJPY,,,"Dec 13, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Dec 13, 2022 at 6pm EST?",,20469.0
727,211,Financials,EURUSD-22DEC0118,True,EURUSD,,,"Dec 1, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 1, 2022 at 6pm EST?",,20450.0
728,231,Financials,USDJPY-22NOV1518,True,USDJPY,,,"Nov 15, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Nov 15, 2022 at 6pm EST?",,20411.0
729,61,Economics,GAS-22FEB28,False,GAS,,,"On Feb 28, 2022",Will average **gas prices** be higher this week than last week?,,20388.0
730,114,Financials,WTI-22NOV02,True,WTI,,,"On Nov 2, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 2, 2022?",,20357.0
731,11,Economics,PROLLS-22MAR,True,PROLLS,,,In March 2022,How many **jobs** will be added in March 2022?,,20177.0
732,14,Financials,TNOTED-23APR25,True,TNOTED,2023-04-25T19:25:00Z,,"On Apr 25, 2023","What will the **ten-year Treasury note** rate be on Apr 25, 2023?",,19937.0
733,46,Financials,WTI-23MAR07,True,WTI,2023-03-07T19:30:00Z,,"On Mar 7, 2023","What will the West Texas Intermediate oil front-month settle price be for Mar 7, 2023?",,19883.0
734,6,Financials,TNOTED-23MAY10,True,TNOTED,2023-05-10T19:25:00Z,,"On May 10, 2023","What will the **ten-year Treasury note** rate be on May 10, 2023?",,19842.0
735,6,Financials,GBP-22JUL29,False,GBP,,,"On July 29, 2022","What will the GBP/USD exchange rate be on July 29, 2022?",,19823.0
736,338,Financials,USDJPY-22AUG15-18,True,USDJPY,,,"6 PM EDT on August 15, 2022","What will the Yen/USD exchange rate be on August 15, 2022 at 6 PM?",,19775.0
737,34,Financials,EURUSD-23APR2510,True,EURUSD,2023-04-25T14:00:00Z,,"Apr 25, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Apr 25, 2023 at 10am EDT?",,19765.0
738,30,Financials,EURUSDH-23APR0615,False,EURUSDH,2023-04-06T19:00:00Z,,"Apr 6, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Apr 6, 2023 at 3pm EDT?",,19760.0
739,51,Financials,EURUSD-23APR1110,True,EURUSD,2023-04-11T14:00:00Z,,"Apr 11, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Apr 11, 2023 at 10am EDT?",,19711.0
740,130,Financials,USDJPY-23FEB0618,True,USDJPY,2023-02-06T23:00:00Z,,"Feb 6, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 6, 2023 at 6pm EST?",,19620.0
741,243,Financials,USDJPY-22NOV0318,True,USDJPY,,,"Nov 3, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Nov 3, 2022 at 6pm EDT?",,19523.0
742,239,Financials,EURUSD-22NOV0718,True,EURUSD,,,"Nov 7, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 7, 2022 at 6pm EST?",,19428.0
743,169,Financials,USDJPY-23JAN0518,True,USDJPY,2023-01-05T23:00:00Z,,"Jan 5, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 5, 2023 at 6pm EST?",,19368.0
744,11,Financials,EURUSDH-23MAY0515,False,EURUSDH,2023-05-05T19:00:00Z,,"May 5, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on May 5, 2023 at 3pm EDT?",,19220.0
745,20,Financials,EURUSDH-23APR2415,False,EURUSDH,2023-04-24T19:00:00Z,,"Apr 24, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Apr 24, 2023 at 3pm EDT?",,19181.0
746,26,Financials,USDJPY-23MAY0118,True,USDJPY,2023-05-01T22:00:00Z,,"May 1, 2023 at 6pm EDT","What will the USD/JPY exchange rate be on May 1, 2023 at 6pm EDT?",,19167.0
747,113,Financials,WTI-22NOV03,True,WTI,,,"On Nov 3, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 3, 2022?",,19139.0
748,4,Financials,GOLD-22SEP3016,True,GOLD,,,"4 PM EDT on Sep 30, 2022 at 4pm EDT","What will the price of gold be on September 30, 2022 at 4 PM?",,19060.0
749,29,Financials,TNOTED-23MAR28,True,TNOTED,2023-03-28T19:25:00Z,,"On Mar 28, 2023","What will the **ten-year Treasury note** rate be on Mar 28, 2023?",,19023.0
750,17,Economics,FED-21SEP,False,FED,,,September 2021 meeting,Will the target federal funds rate be above 0.25%?,,19020.0
751,18,Financials,EUROIMF-08JUL22,False,EUROIMF,,,"On July 08, 2022","What will the EUR/USD exchange rate be on July 08, 2022?",,18999.0
752,97,Financials,EURUSD-23MAR0210,True,EURUSD,2023-03-02T15:00:00Z,,"Mar 2, 2023 at 10am EST","What will the Euro/USD exchange rate be on Mar 2, 2023 at 10am EST?",,18997.0
753,91,Economics,GAS-21AUG02,False,GAS,,,"On Aug 2, 2022",Will average gas prices be over $3.11?,,18964.0
754,49,Financials,TNOTED-23FEB28,True,TNOTED,2023-02-28T20:25:00Z,,"On Feb 28, 2023","What will the **ten-year Treasury note** rate be on Feb 28, 2023?",,18925.0
755,66,Financials,EURUSD-23MAR2918,True,EURUSD,2023-03-29T22:00:00Z,,"Mar 29, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on Mar 29, 2023 at 6pm EDT?",,18834.0
756,89,Economics,GAS-21AUG16,False,GAS,,,"On Aug 16, 2022",Will average gas prices be over $3.15?,,18782.0
757,255,Financials,EURUSD-22OCT2510,True,EURUSD,,,"Oct 25, 2022 at 10am EDT","What will the Euro/USD exchange rate be on Oct 25, 2022 at 10am EDT?",,18709.0
758,2,Economics,HOMEUS-22SEP,False,HOMEUS,,,In September,How much will single-family home prices rise in the US in September?,,18608.0
759,182,Financials,EURUSD-22DEC2618,True,EURUSD,2022-12-26T23:00:00Z,,"Dec 26, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 26, 2022 at 6pm EST?",,18504.0
760,76,Financials,WTI-23JAN10,True,WTI,2023-01-10T19:30:00Z,,"On Jan 10, 2023","What will the West Texas Intermediate oil front-month settle price be for Jan 10, 2023?",,18471.0
761,9,Financials,GBP-22JUL26,False,GBP,,,"On July 26, 2022","What will the GBP/USD exchange rate be on July 26, 2022?",,18189.0
762,325,Financials,EURUSD-22AUG23-10,True,EURUSD,,,"10 AM EDT on August 23, 2022","What will the Euro/USD exchange rate be on August 23, 2022 at 10 AM?",,18178.0
763,32,Financials,USDJPY-23APR2610,True,USDJPY,2023-04-26T14:00:00Z,,"Apr 26, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 26, 2023 at 10am EDT?",,18142.0
764,12,Financials,GBP-22JUL20,False,GBP,,,"On July 20, 2022","What will the GBP/USD exchange rate be on July 20, 2022?",,18100.0
765,37,Financials,EURUSDH-23MAR2815,False,EURUSDH,2023-03-28T19:00:00Z,,"Mar 28, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Mar 28, 2023 at 3pm EDT?",,18067.0
766,72,Economics,GAS-21DEC13,False,GAS,,,"On Dec 13, 2022",Will average **gas prices** be higher this week than last week?,,18066.0
767,224,Financials,USDJPY-22NOV2210,True,USDJPY,,,"Nov 22, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 22, 2022 at 10am EST?",,18050.0
768,221,Financials,EURUSD-22NOV2218,True,EURUSD,,,"Nov 22, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 22, 2022 at 6pm EST?",,17954.0
769,294,Financials,EURUSD-22SEP1910,True,EURUSD,,,"10 AM EDT on September 19, 2022","What will the Euro/USD exchange rate be on September 19, 2022 at 10 AM?",,17934.0
770,57,Economics,GAS-22MAR28,False,GAS,,,"On Mar 28, 2022","What will the **price of gas** be on March 28, 2022?",,17913.0
771,110,Financials,USDJPY-23FEB2118,True,USDJPY,2023-02-21T23:00:00Z,,"Feb 21, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 21, 2023 at 6pm EST?",,17805.0
772,54,Financials,USDJPY-23APR1010,True,USDJPY,2023-04-10T14:00:00Z,,"Apr 10, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 10, 2023 at 10am EDT?",,17791.0
773,10,Financials,GBP-22JUL22,False,GBP,,,"On July 22, 2022","What will the GBP/USD exchange rate be on July 22, 2022?",,17712.0
774,0,Economics,GASMAX-23DEC18,False,GASMAX,,"Jan 24 to Dec 18, 2023","Jan 24 to Dec 18, 2023","What will the maximum gasoline price per gallon be by Dec 18, 2023?",,17610.0
775,119,Financials,USDJPY-23FEB1418,True,USDJPY,2023-02-14T23:00:00Z,,"Feb 14, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 14, 2023 at 6pm EST?",,17499.0
776,43,Financials,USDJPY-23APR1810,True,USDJPY,2023-04-18T14:00:00Z,,"Apr 18, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 18, 2023 at 10am EDT?",,17387.0
777,52,Financials,TNOTED-23FEB21,True,TNOTED,2023-02-21T20:25:00Z,,"On Feb 21, 2023","What will the **ten-year Treasury note** rate be on Feb 21, 2023?",,17286.0
778,15,Financials,GBP-22JUL14,False,GBP,,,"On July 14, 2022","What will the GBP/USD exchange rate be on July 14, 2022?",,17231.0
779,36,Financials,EURUSDH-23MAR2915,False,EURUSDH,2023-03-29T19:00:00Z,,"Mar 29, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Mar 29, 2023 at 3pm EDT?",,17162.0
780,1,Financials,EUROIMF-10AUG22,False,EUROIMF,,,"On August 10, 2022","What will the EUR/USD exchange rate be on August 10, 2022?",,17135.0
781,109,Financials,EURUSD-23FEB2118,True,EURUSD,2023-02-21T23:00:00Z,,"Feb 21, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Feb 21, 2023 at 6pm EST?",,17050.0
782,13,Financials,EURUSD-23MAY1018,True,EURUSD,2023-05-10T22:00:00Z,,"May 10, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 10, 2023 at 6pm EDT?",,16853.0
783,10,Economics,EURO-22APR08,True,EURO,,,"On April 8, 2022","What will the **Euro/USD exchange rate** be on April 08, 2022??",,16805.0
784,11,Economics,GAS-23MAR06,False,GAS,2023-03-06T15:00:00Z,,"On Mar 06, 2023","What will the **price of gas** be on March 06, 2023?",,16656.0
785,63,Financials,USDJPY-23APR0310,True,USDJPY,2023-04-03T14:00:00Z,,"Apr 3, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 3, 2023 at 10am EDT?",,16655.0
786,7,Financials,USDJPY-23MAY1610,True,USDJPY,2023-05-16T14:00:00Z,,"May 16, 2023 at 10am EDT","What will the USD/JPY exchange rate be on May 16, 2023 at 10am EDT?",,16602.0
787,237,Financials,EURUSD-22NOV0818,True,EURUSD,,,"Nov 8, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 8, 2022 at 6pm EST?",,16568.0
788,34,Financials,USDJPY-23APR2510,True,USDJPY,2023-04-25T14:00:00Z,,"Apr 25, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 25, 2023 at 10am EDT?",,16520.0
789,1,Economics,GAS-23MAY15,False,GAS,2023-05-15T14:00:00Z,,"On May 15, 2023","What will the **price of gas** be on May 15, 2023?",,16499.0
790,2,Financials,TNOTE-23FEB23,True,TNOTE,2023-02-23T20:25:00Z,,"On Feb 23, 2023","What will the **ten-year Treasury note** rate be on Feb 23, 2023?",,16338.0
791,79,Financials,EURUSD-23MAR1710,True,EURUSD,2023-03-17T14:00:00Z,,"Mar 17, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Mar 17, 2023 at 10am EDT?",,16324.0
792,111,Financials,WTI-22NOV08,True,WTI,,,"On Nov 8, 2022","What will the West Texas Intermediate oil front-month settle price be for Nov 8, 2022?",,16324.0
793,247,Financials,USDJPY-22NOV0118,True,USDJPY,,,"Nov 1, 2022 at 6pm EDT","What will the Yen/USD exchange rate be on Nov 1, 2022 at 6pm EDT?",,16302.0
794,333,Financials,USDJPY-22AUG18-10,True,USDJPY,,,"10 AM EDT on August 18, 2022","What will the Yen/USD exchange rate be on August 18, 2022 at 10 AM?",,16280.0
795,22,Financials,WTI-23APR13,True,WTI,2023-04-13T18:30:00Z,,"On Apr 13, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 13, 2023?",,16235.0
796,117,Financials,USDJPY-23FEB1518,True,USDJPY,2023-02-15T23:00:00Z,,"Feb 15, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 15, 2023 at 6pm EST?",,16134.0
797,267,Financials,EURUSD-22OCT1218,True,EURUSD,,,"Oct 12, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Oct 12, 2022 at 6pm EDT?",,16108.0
798,12,Financials,EUROIMF-20JUL22,False,EUROIMF,,,"On July 20, 2022","What will the EUR/USD exchange rate be on July 20, 2022?",,16035.0
799,177,Financials,USDJPY-22DEC2918,True,USDJPY,2022-12-29T23:00:00Z,,"Dec 29, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Dec 29, 2022 at 6pm EST?",,15960.0
800,6,Financials,EURUSD-23MAY1618,True,EURUSD,2023-05-16T22:00:00Z,,"May 16, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 16, 2023 at 6pm EDT?",,15809.0
801,25,Financials,EURUSD-23MAY0210,True,EURUSD,2023-05-02T14:00:00Z,,"May 2, 2023 at 10am EDT","What will the Euro/USD exchange rate be on May 2, 2023 at 10am EDT?",,15729.0
802,18,Financials,TNOTED-23APR17,True,TNOTED,2023-04-17T19:25:00Z,,"On Apr 17, 2023","What will the **ten-year Treasury note** rate be on Apr 17, 2023?",,15669.0
803,143,Financials,EURUSD-23JAN2518,True,EURUSD,2023-01-25T23:00:00Z,,"Jan 25, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Jan 25, 2023 at 6pm EST?",,15606.0
804,7,Financials,EUROIMF-28JUL22,False,EUROIMF,,,"On July 28, 2022","What will the EUR/USD exchange rate be on July 28, 2022?",,15573.0
805,18,Financials,EURUSD-23MAY0810,True,EURUSD,2023-05-08T14:00:00Z,,"May 8, 2023 at 10am EDT","What will the Euro/USD exchange rate be on May 8, 2023 at 10am EDT?",,15552.0
806,22,Financials,TNOTED-23APR10,True,TNOTED,2023-04-10T19:25:00Z,,"On Apr 10, 2023","What will the **ten-year Treasury note** rate be on Apr 10, 2023?",,15434.0
807,39,Financials,EURUSD-23APR2010,True,EURUSD,2023-04-20T14:00:00Z,,"Apr 20, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Apr 20, 2023 at 10am EDT?",,15429.0
808,133,Financials,USDJPY-23FEB0218,True,USDJPY,2023-02-02T23:00:00Z,,"Feb 2, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Feb 2, 2023 at 6pm EST?",,15294.0
809,93,Financials,EURUSD-23MAR0618,True,EURUSD,2023-03-06T23:00:00Z,,"Mar 6, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Mar 6, 2023 at 6pm EST?",,15256.0
810,298,Financials,EURUSD-22SEP1410,True,EURUSD,,,"10 AM EDT on September 14, 2022","What will the Euro/USD exchange rate be on September 14, 2022 at 10 AM?",,15175.0
811,193,Financials,EURUSD-22DEC1518,True,EURUSD,,,"Dec 15, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 15, 2022 at 6pm EST?",,15155.0
812,8,Financials,TNOTED-23MAY08,True,TNOTED,2023-05-08T19:25:00Z,,"On May 8, 2023","What will the **ten-year Treasury note** rate be on May 8, 2023?",,15051.0
813,206,Financials,USDJPY-22DEC0718,True,USDJPY,,,"Dec 7, 2022 at 6pm EST","What will the Yen/USD exchange rate be on Dec 7, 2022 at 6pm EST?",,14949.0
814,7,Financials,EURUSD-23MAY1610,True,EURUSD,2023-05-16T14:00:00Z,,"May 16, 2023 at 10am EDT","What will the Euro/USD exchange rate be on May 16, 2023 at 10am EDT?",,14889.0
815,47,Economics,GAS-22JUN06,False,GAS,,,"On Jun 06, 2022","What will the **price of gas** be on June 06, 2022?",,14682.0
816,73,Economics,GAS-21DEC06,False,GAS,,,"On Dec 6, 2022",Will average **gas prices** be higher this week than last week?,,14635.0
817,10,Financials,EURUSDH-23MAY0815,False,EURUSDH,2023-05-08T19:00:00Z,,"May 8, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on May 8, 2023 at 3pm EDT?",,14600.0
818,11,Financials,WTI-23MAY03,True,WTI,2023-05-03T18:30:00Z,,"On May 3, 2023","What will the West Texas Intermediate oil front-month settle price be for May 3, 2023?",,14487.0
819,18,Economics,U3-22MAY,False,U3,,,May 2022,What will the **unemployment rate** be in May?,,14273.0
820,18,Financials,GBP-22JUL08,False,GBP,,,"On July 08, 2022","What will the GBP/USD exchange rate be on July 08, 2022?",,14256.0
821,339,Financials,EURUSD-22AUG11--18,True,EURUSD,,,"6 PM EDT on August 11, 2022","What will the Euro/USD exchange rate be on August 11, 2022 at 6 PM?",,14243.0
822,92,Financials,EURUSD-23MAR0710,True,EURUSD,2023-03-07T15:00:00Z,,"Mar 7, 2023 at 10am EST","What will the Euro/USD exchange rate be on Mar 7, 2023 at 10am EST?",,14008.0
823,0,Financials,GOLD-22OCT0616,True,GOLD,,,"4 PM EDT on Oct 6, 2022 at 4pm EDT","What will the price of gold be on October 06, 2022 at 4 PM?",,13871.0
824,63,Financials,EURUSD-23MAR3110,True,EURUSD,2023-03-31T14:00:00Z,,"Mar 31, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Mar 31, 2023 at 10am EDT?",,13854.0
825,7,Financials,GOLD-22SEP2716,True,GOLD,,,"4 PM EDT on Sep 27, 2022 at 4pm EDT","What will the price of gold be on September 27, 2022 at 4 PM?",,13846.0
826,139,Financials,USDJPY-23JAN3018,True,USDJPY,2023-01-30T23:00:00Z,,"Jan 30, 2023 at 6pm EST","What will the Yen/USD exchange rate be on Jan 30, 2023 at 6pm EST?",,13843.0
827,75,Financials,EURUSD-23MAR2210,True,EURUSD,2023-03-22T14:00:00Z,,"Mar 22, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Mar 22, 2023 at 10am EDT?",,13670.0
828,29,Economics,GAS-22OCT24,False,GAS,,,"On Oct 24, 2022","What will the **price of gas** be on October 24, 2022?",,13537.0
829,50,Financials,TNOTED-23FEB27,True,TNOTED,2023-02-27T20:25:00Z,,"On Feb 27, 2023","What will the **ten-year Treasury note** rate be on Feb 27, 2023?",,13503.0
830,0,Financials,INXD-22AUG31,True,INXD,,,"On August 31, 2022","What will the value of the S&P 500 be at the end of August 31, 2022",,13499.0
831,10,Financials,EUROIMF-22JUL22,False,EUROIMF,,,"On July 22, 2022","What will the EUR/USD exchange rate be on July 22, 2022?",,13430.0
832,37,Financials,EURUSD-23APR2110,True,EURUSD,2023-04-21T14:00:00Z,,"Apr 21, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Apr 21, 2023 at 10am EDT?",,13410.0
833,27,Financials,EURUSD-23MAY0110,True,EURUSD,2023-05-01T14:00:00Z,,"May 1, 2023 at 10am EDT","What will the Euro/USD exchange rate be on May 1, 2023 at 10am EDT?",,13302.0
834,115,Financials,EURUSD-23FEB1610,True,EURUSD,2023-02-16T15:00:00Z,,"Feb 16, 2023 at 10am EST","What will the Euro/USD exchange rate be on Feb 16, 2023 at 10am EST?",,13250.0
835,21,Financials,WTI-23APR17,True,WTI,2023-04-17T18:30:00Z,,"On Apr 17, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 17, 2023?",,13031.0
836,5,Financials,GOLD-22SEP2916,True,GOLD,,,"4 PM EDT on Sep 29, 2022 at 4pm EDT","What will the price of gold be on September 29, 2022 at 4 PM?",,13010.0
837,9,Financials,USDJPY-23MAY1510,True,USDJPY,2023-05-15T14:00:00Z,,"May 15, 2023 at 10am EDT","What will the USD/JPY exchange rate be on May 15, 2023 at 10am EDT?",,12992.0
838,13,Financials,GBP-22JUL19,False,GBP,,,"On July 19, 2022","What will the GBP/USD exchange rate be on July 19, 2022?",,12989.0
839,27,Economics,U3-21AUG,False,U3,,,In August 2021,Will the unemployment rate (U-3) be above 5.3% in August?,,12988.0
840,17,Financials,EUROIMF-12JUL22,False,EUROIMF,,,"On July 12, 2022","What will the EUR/USD exchange rate be on July 12, 2022?",,12932.0
841,16,Economics,GAS-23JAN30,False,GAS,,2023-01-30T15:00:00.000Z,"On Jan 30, 2023","What will the **price of gas** be on January 30, 2023?",,12899.0
842,88,Financials,EURUSD-23MAR0910,True,EURUSD,2023-03-09T15:00:00Z,,"Mar 9, 2023 at 10am EST","What will the Euro/USD exchange rate be on Mar 9, 2023 at 10am EST?",,12777.0
843,103,Financials,EURUSD-23FEB2710,True,EURUSD,2023-02-27T15:00:00Z,,"Feb 27, 2023 at 10am EST","What will the Euro/USD exchange rate be on Feb 27, 2023 at 10am EST?",,12709.0
844,18,Financials,USDJPY-23MAY0810,True,USDJPY,2023-05-08T14:00:00Z,,"May 8, 2023 at 10am EDT","What will the USD/JPY exchange rate be on May 8, 2023 at 10am EDT?",,12573.0
845,50,Financials,USDJPY-23APR1210,True,USDJPY,2023-04-12T14:00:00Z,,"Apr 12, 2023 at 10am EDT","What will the USD/JPY exchange rate be on Apr 12, 2023 at 10am EDT?",,12547.0
846,225,Financials,EURUSD-22NOV1718,True,EURUSD,,,"Nov 17, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Nov 17, 2022 at 6pm EST?",,12475.0
847,222,Financials,USDJPY-22NOV2310,True,USDJPY,,,"Nov 23, 2022 at 10am EST","What will the Yen/USD exchange rate be on Nov 23, 2022 at 10am EST?",,12456.0
848,22,Financials,EURUSD-23MAY0318,True,EURUSD,2023-05-03T22:00:00Z,,"May 3, 2023 at 6pm EDT","What will the Euro/USD exchange rate be on May 3, 2023 at 6pm EDT?",,12385.0
849,19,Economics,U3-22APR,False,U3,,,Apr 2022,What will the **unemployment rate** be in April?,,12378.0
850,11,Economics,EURO-22MAR25,True,EURO,,,"On March 25, 2022","What will the **Euro/USD exchange rate** be on March 25, 2022??",,12230.0
851,12,Financials,TNOTED-23APR27,True,TNOTED,2023-04-27T19:25:00Z,,"On Apr 27, 2023","What will the **ten-year Treasury note** rate be on Apr 27, 2023?",,12215.0
852,83,Economics,GAS-21SEP27,False,GAS,,,"On Sep 27, 2022",Will average gas prices be higher this week than last week?,,12149.0
853,195,Financials,EURUSD-22DEC1418,True,EURUSD,,,"Dec 14, 2022 at 6pm EST","What will the Euro/USD exchange rate be on Dec 14, 2022 at 6pm EST?",,12138.0
854,20,Financials,WTI-23APR18,True,WTI,2023-04-18T18:30:00Z,,"On Apr 18, 2023","What will the West Texas Intermediate oil front-month settle price be for Apr 18, 2023?",,12120.0
855,49,Financials,EURUSD-23APR1210,True,EURUSD,2023-04-12T14:00:00Z,,"Apr 12, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Apr 12, 2023 at 10am EDT?",,12066.0
856,66,Economics,GAS-22JAN24,False,GAS,,,"On Jan 24, 2022",Will average **gas prices** be higher this week than last week?,,12025.0
857,296,Financials,EURUSD-22SEP1510,True,EURUSD,,,"10 AM EDT on September 15, 2022","What will the Euro/USD exchange rate be on September 15, 2022 at 10 AM?",,12003.0
858,62,Financials,EURUSD-23APR0310,True,EURUSD,2023-04-03T14:00:00Z,,"Apr 3, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Apr 3, 2023 at 10am EDT?",,11999.0
859,296,Financials,USDJPY-22SEP1910,True,USDJPY,,,"10 AM EDT on September 19, 2022","What will the Yen/USD exchange rate be on September 19, 2022 at 10 AM?",,11958.0
860,19,Financials,GBP-22JUL07,False,GBP,,,"On July 07, 2022","What will the GBP/USD exchange rate be on July 07, 2022?",,11941.0
861,33,Financials,EURUSDH-23APR0315,False,EURUSDH,2023-04-03T19:00:00Z,,"Apr 3, 2023 at 3pm EDT","What will the Euro/USD exchange rate be on Apr 3, 2023 at 3pm EDT?",,11866.0
862,29,Economics,CPI-21JUN,False,CPI,,,In June 2021,Will the Consumer Price Index (CPI) increase more than 0.6%?,,11840.0
863,96,Financials,EURUSD-23MAR0218,True,EURUSD,2023-03-02T23:00:00Z,,"Mar 2, 2023 at 6pm EST","What will the Euro/USD exchange rate be on Mar 2, 2023 at 6pm EST?",,11829.0
864,62,Economics,GAS-22FEB22,False,GAS,,,"On Feb 21, 2022",Will average **gas prices** be higher this week than last week?,,11822.0
865,6,Economics,CPICOREYOY-23MAY,False,CPICOREYOY,,May 2023,May 2023,What will the rate of core CPI inflation be for the twelve months ending May 2023?,,11781.0
866,10,Financials,TNOTED-23MAY03,True,TNOTED,2023-05-03T19:25:00Z,,"On May 3, 2023","What will the **ten-year Treasury note** rate be on May 3, 2023?",,11780.0
867,19,Economics,GAS-23JAN09,False,GAS,,2023-01-09T15:00:00.000Z,"On Jan 09, 2023","What will the **price of gas** be on January 09, 2023?",,11726.0
868,8,Financials,EUROIMF-27JUL22,False,EUROIMF,,,"On July 27, 2022","What will the EUR/USD exchange rate be on July 27, 2022?",,11723.0
869,243,Financials,EURUSD-22NOV0218,True,EURUSD,,,"Nov 2, 2022 at 6pm EDT","What will the Euro/USD exchange rate be on Nov 2, 2022 at 6pm EDT?",,11701.0
870,78,Financials,EURUSD-23MAR2010,True,EURUSD,2023-03-20T14:00:00Z,,"Mar 20, 2023 at 10am EDT","What will the Euro/USD exchange rate be on Mar 20, 2023 at 10am EDT?",,11616.0
